userName,score,at,content
Rahul Vanhelsing,1,10/28/2023 15:27,"Jaringan telkomsel semakin parah..., tdk cocok untuk main game..., loding ke permainan 1 jam baru masuk.., pdahal ada kuota. Mengecewakan"
Andreas Pangestu,1,10/8/2023 12:18,"Setelah update jadi gak effisien nunggu nya lebih lama dibanding versi sebelumnya gara² animasi yang gak penting, buat simple aja biar cepet aksesnya,"
ch. samtv,1,10/27/2023 21:20,"Aplikasi mytelkomsel lemot. HP saya ram 6 gb. Masak buka mytelkomsel berat. Padahal buat game aja lancar. Tolong di perbaiki, di buat lancar."
HENDRY JUNAIDI,3,10/12/2023 10:52,"Setiap mau pasang paket, dia forced closed. Lalu katanya ada bug, jd disuruh hubungi developernya. Padahal dulu bisa dan gak ada masalah."
Barkah Ilfifalah,1,10/8/2023 10:41,"My telkomsel lebih bagus yang dulu,dan my telkomsel jadi sering bug,semenjak update saya ga bisa ke opsi belanja,setiap tekan opsi belanja pasti keluar dari aplikasi"
Rizki Putri,1,10/8/2023 19:40,Kenapa paket yang biasanya mau di beli selalu hilang gada paket nya jadinya nyusahin sudah tidak punya paket sudah isi pulsa waktu di lihat tidak ada paket yang di tujunya tolong lh di perbaiki lgi jangan hilang hilangan
Tommy Candra,1,10/21/2023 0:54,"Simple dari saya setelah update patch skrng mangkin ancur asli bukannya bagus malahan jelek buka app aja lemot pdahal paket bnyk pulsa juga ada, TOLONG pihak telkomsel segera perbaiki appnya dan minta tindak lanjutin, jgn hanya nyimak dan melihat saja dari komentar kami semua"
Iyan Mardian,1,9/30/2023 23:56,"Setelah di update, aplikasi tidak bisa di buka sama sekali, langsung keluar sendiri. hadeuhhhh🤦‍♂️. Sy kurangi dulu bintangnya ya biar cepet di respon. Tks min"
Tendi Fahruroji,1,10/1/2023 3:04,"Kocak, katanya minta update tapi malah gak bisa beli paket data anehh, terus malah jadi berat gini ya abis update, bukan nya makin bagus malah jadi beban buat hp yang ram nya pas pas an"
udin meri313,1,10/24/2023 19:14,Wah setelah update malah ngak bisa bukak.. Keluar sendiri warnanya putih semua... Apa karna hpku jadul... Jadi tdk kompatible lagi
Din 03,1,10/24/2023 12:12,"Makin di update makin gak jelas, aplikasi lemot, kek berada make hp kentang!!!!!! Jaringan jangan ditanya, busuukkkkk, anehhh"
angs fathir,1,10/27/2023 19:47,"cuma dari sinyal sering lemot,apalagi saat pakai maps hilang GPS na. Sampai sekarang tidak bisa dibuka aplikasinya makin parah"
Si Tamvan,2,10/2/2023 18:31,"untuk aplikasi lumayan hanya jaringan saat listrik padam, langsung down jaringan nya. saya alih kan ke operator Axis normal dan aman jaringan Axis. masa sih sekaliber Telkomsel kalah sama Axis?"
abi firmansyah,1,10/28/2023 19:24,"Setelah d update malah sering terjadi force close, dan skrng makin kesini makin rusak aplikasinya, klo memang tidak bisa membuat aplikasi Janan d paksakan"
Yus Harizal,1,10/11/2023 7:37,Apa nya eror abis gk bisa di buka setiap masuk bakal keluar sendiri tolong di perbaiki secepatnya Jangankan mau cek pulsa mau bukan Apanya aja masuk terus lagi ladang beranda langsung otomatis keluar katanya apa bermasalah Jadi mohon maaf buat sementara apanya ku uninstal
NOVRIZAL AL-BAGHAWY,1,10/9/2023 13:46,"Seperti ada pembohongan publik, ngisi paket 35 GB, gak sampai seminggu. 20 GB internet, baru seminggu pakek tinggal 4,5 GB. Sedangkan 15 GB sosmet, sebulan pun gak habis2.. Ditambah lagi setelah aplikasinya diupgrade malah rangking gold jadi silver lagi.."
Lucky Anton Yudhistira,1,10/10/2023 16:10,Habis update yg versi terbaru aplikasinya saat dibuka otomatis close sendiri. Setiap kali mau di buka pasti otomatis ketutup
Fan Nickname,1,10/1/2023 10:54,"bulan juni, juli, agustus, agustus, september selalu gunakan paket giganet 95gb dapat nya, 85gb nasional & 10gb app tapi di bulan oktober giganet sudah tidak bisa di perpanjang lagi, mohon maaf sampe di akhir bulan oktober 2023 ini telkomsel simpati masih mempersulit penggunanya, gue pribadi akan ganti kartu untuk penggunaan kuota bulanan, terima kasih."
Dina Sauqi H,3,10/19/2023 8:41,"Telkomsel kenapa ya? Ko saya beli pulsa ga masuk-masuk statusnya berhasil tapi pulsanya ga ada. Dari atm pun sama saldonya berkurang tapi pulsanya ga masuk, tolong segera dibantu. Terima kasih"
Wisnundari Dyah Ayu Lestari winda,1,8/12/2023 11:17,"UI versi baru lebih jelek, gaenak dilihat, bagusan yg dulu. Warna icon menunya sama semua bikin salah pencet kalo buru2 / ngantuk. Mana gaada tutorialnya. Umur saya 24 tapi kesusahan pakai apk ini. Masa aktif kartu makin lama makin dikit."
Pardi Fabian Pardifabian,1,10/3/2023 23:54,Ini kenapa habis update gk bisa dibuka. Slalu froce close. Dan ada pemberitahuan bahwa apknya ditutup karna ada bug. Maksudnya gmana coba
Yuni Wijayani,1,10/10/2023 20:18,Habis di update / upgrade kok malah ga bisa dibuka ya... Hp saya hp lama.. Mau downgrade lagi aja gimana caranya..? Sdh saya uninstall terus reinstall tetep ga bisa.. Sdh direstart jg tetep ga bisa... Hrs apa.....
Khdjh,1,10/7/2023 8:07,"bahkan bintang satupun g cocok... dari kmaren login mau liat kuota sisa brp pun gbisa mulu,tau gitu g gw update tiap mau login selalu keluar lagi.. udah nyoba uninstall-install lagi ttp gabisa"
Ahmad Adadisini,1,10/29/2023 0:46,"Awal nya lancar2 aja apk nya, stelah di update malah GK bisa di buka apk nya,di buka langsung mental keluar Lg, Begitu diturunkan kembali ke versi lama bisa di buka Lg apk tp lemot digunakan,bikin kabur pengguna ini namanya."
rohmad budianto,1,10/8/2023 21:27,"burukkk,habis update malah gak bisa dibuka dihp mid kebawah.setidaknya buat versi lite kalau memang dibutuhkan.tampilan berat padahal fungsinya tidak seberapa"
zaini ahmad,1,10/10/2023 4:06,"Setelah update malah nggabbisa dibuka forclos, cobalah disederhanakan saja, jangan berat apknya, seburuk itukah layanannya hingga tak bisa diusahakn untuk penyederhanaan dan tidak berat apknya untuk dipakai?"
Mohenk Jr,1,10/11/2023 11:18,"Kenapa aplikasi my telkomsel saya tidak bisa di buka dan saat masuk ke aplikasi selalu mental atau kembali lagi mohon di jelaskan tolong di respon dengan cepat kalo begini cara nya gimana saya mau beli kuota klo aplikasi kaya gini,,kecewaa sih asli tolong komen klo ad yang sama kaya saya niat jualan gak.bikin emosi"
Lulu Harahap,1,10/18/2023 16:45,"Buruk banget telkomsel sekarang, udah gak recommend lagi, bakal beralih ke paket lain. Saya langganan beli kartu paket 42 gb karna kuota full tanpa terbagi, 2 hari lalu saya baru beli lagi dan baru cek sekarang ternyata kuota 42gb nya dibagi juga😏 apasih mau kalian membagi kuota, saya merasa rugi dengan pembagian kuota yang tidak berguna, saya lapor ke customer service dan tidak ada respon baik, STOP PAKAI INTERNET TELKOMSEL"
mohammad anam,1,10/13/2023 1:58,"Sudah Dua minggu loh ya jaringan telkomsel lelet bgt. Mau bilang pastikan kuota masih ada? Jaringan lemah? Jaringan saya full. Kuota juga banyak. Buat buka app ringan aja Muter gak kelar2. Bisa ndak gak merugikan kita? Kita beli paket2 kamu pakai uang, dan beli gapake nawar!! Jangan kek gini , Dalam bulan ini jaringan masih saja lelet, pindah operator lain aja. Gak pusing2!!"
chokie lizers,1,10/26/2023 13:44,"Sangat tidak recomend, masuk aplikasi susah sangat. Internet lemot, ngga sebanding dengan harga yg dibayar."
Qball Baball,1,10/10/2023 20:43,"kok abis update apk close sendiri ?! bukannya tambah ringan, udah tambah berat close sendiri pula. Lebih bagus versi2 jauh sebelumnya"
I_am borneo,1,10/14/2023 6:21,Harga kuota ga sesuai dg kinerja...udah mahal2 beli ga bisa digunain padahal jaringan signal full 4G / LTE kalo mau browsing harus naik atas gedung...
rahmad dianta purba,1,10/8/2023 0:17,"Aplikasi yang kurang baik, sudah beli paket dan sudah dapat notifikasi paket telah aktif, namun saldo masih dipotong juga, semoga jadi evaluasi"
Davin Jaya Sinatra,1,10/10/2023 6:50,"Tambah lama tambah lemot setiap buka aplikasi ini , dan promo yanh ditawarkan malah promo dengan harga mahal. Promo murah sudah gak ada lagi. Parah !!!"
Deny J,1,10/12/2023 19:51,"Setelah update. Gagal bayar via shopee. Sudah uninstall, clear cache, install ulang, masih gagal.. whats wrong? Itu tidak directly masuk ke halaman shopee pay seperti biasa?"
8C_17_Hino Hidayat,4,10/10/2023 19:37,"Mau beli paket di nya Telkomsel, yang tadi nya pulsa 20k jadi habis padahal ga di pake apa² tolong setiap mau beli paket di my Telkomsel pasti sudah habis tersedot padahal pulsa nya belum di buat apa² , tolong bug nya dibenerin"
Septian Pratama,3,10/7/2023 0:44,Pas setelah update kenapa sering force close aplikasi nya? uninstall ulang juga sama gabisa dibuka pas selesai login force close mulu tolong fix aplikasi nya kak:((((
Januar Sadarada,1,10/6/2023 8:49,Kenapa aplikasinya tidak bisa di buka lebih baik pakai kartu XL lebih muda lebi hemat sinyal kuat kalo pake Telkomsel sinyal lemah nggak karuan sekarang pakai Telkomsel ini makin lama makin buruk aja
Fitri Handayani,1,10/9/2023 0:05,"Makin lama makin ga jelas Telkomsel, beli pulsa di My tsel ga masuk2, pdahal dimutasi rekening udh kepotong, di komplain blm ada respon sdang di proses dan di cek terus Ditambah jaringan nya makin lemot skrg"
Syuyu Dana,3,10/10/2023 17:53,Tolong itu aplikasi Telkomsel nya di perbaiki kembali biar lebih bagus ...ini mau buka aplikasi nya tidak pernah bisa terbuka terus....tolong Mimin aplikasi Telkomsel nya diperbaiki kembali biar lebih baik dan jaringan nya juga biar lebih bagus.... terima kasih
anton ryanto siregar,3,10/23/2023 11:15,........ simpati kok makin kesini makin lemot jaringannya perbaikan system terus padahal sudah update versi sudah mahal paket paket nya terbatas oleh waktu .........
Ezzy Kasiraakbar,1,10/3/2023 11:46,"Sumpah lo telkom di medan ampas kali, sinyal tiba² sering ilang sampe jaringan nya e+ bahkan buat wa aja gak bisa, yang sangat mengganggu aktivitas. Jaringan nya tolong di perbaiki lah"
syahrial,1,10/24/2023 6:30,"Pengembang tolol, setiap buka aplikasi mesti login terus. Membuat susah saja, apalagi kalau kartunya berada diperangkat lain"
Juanly Marco Wagei,2,10/7/2023 1:53,"Untuk pihak telkomsel tolong perbaiki aplikasinya,saya beli pulsa 50rb,dan telah masuk, tapi pas mau beli kuota di aplikasi my telkomsel pulsa saya 0rp padahal pas saya cek di dial pulsanya ada, jadi tolong karena paket yang saya mau beli tidak ada di dial jadi harus beli aplikasi,mohon bantuannya"
Riz Zen,3,8/9/2023 20:24,"Di versi terbaru ini aplikasi menjadi tidak stabil, mulai dari tidak bisa masuk aplikasi, force close saat sedang melihat paket internet, loading lemot, dan saat masuk aplikasi kerap sekali harus login ulang. Semoga cepat dioptimalkan aplikasinya"
apa ini,1,10/20/2023 8:57,"Harga paket terlalu mahal.. Saya sudah 2 tahun beralih ke im3, dan harga kuota im3 lebih manusiawi. Terima Kasih Indosat sudah memperbaiki jaringan didaerah saya."
etha vip,1,10/16/2023 8:23,"Sinyal yang buruk, bahkan untuk permainan Hay daya, lemotnya minta ampun gimana buat permainan yang lainnya. Semakin kesini performa Telkomsel sudah tidak bisa diandalkan lagi."
Arham R Tuanaya,1,10/29/2023 9:58,Sebelumnya saya minta maaf udah kasih ranting bintang 1 dan saya ngasih ranting gitu juga karena saya tidak puas dengan My Telkomsel jadi ceritanya semalam pas buka My Telkomsel di suruh update trus udah update eh malah erro ga bisa buka dan udah di coba beberapa kalipun sama saja aplikasi tidak bisa di buka jadi saya minta tolong kenapa saya tidak bisa buka my Telkomsel
Sinta Amelia,1,10/17/2023 18:37,"semenjak update malah gabisa dibuka atau kek kembali ke menu utama ponsel padahal sebelum di update lancar-lancar aja kalo mau buka, tolong diperbaiki dong"
Rizqi ajah,1,10/11/2023 19:27,Sinyalnya 4G ditambah lagi baru di isi paket data tapi masa iya masih lemot aja?? Mending turunin deh harga paket datanya karna nggak sebanding kualitas jaringanya
Qisya Putry,1,10/10/2023 23:02,"ada notif pembaharuan, setelah di perbaharui malah tidak bisa di buka mental terus, tutup dengan sendirinya. sebaiknya saya uninstall aja tidak mau pakai aplikasi ini saja. pindah operator saja"
Sunan Jagakali,1,10/13/2023 9:16,"Bintang satu aja, menu absen tiap hari hilang setelah di perbarui. Sangat tolol...! Edit 13 okt 23 Telkomsel semakin kacau!!! Udah jelas masih punya paketan kuota, masihjuga nyedot pulsa, telkomsel semakin di bawah, 👎"
Rizky Abdul Faqih,1,10/17/2023 17:04,"Make pengaman pulsa,pulsa ttp berkurang+kalo mau menghubungkan paylater untuk opsi pilihan kecamatan nya gk lengkap,dan sering terjadi lag saat malam hari"
ind utomo,1,9/1/2023 18:54,Utk fitur menu paket yg ditawarkan sdh ada variasinya. Namun yg mnjdi basic dari layanan yaitu kualitas sinyal dan kecepatan akses internet masih sering lambat bahkan di kota besar seperti Sby dan Jkt sekalipun. Mudah2an segera ada peningkatan kehandalan dan kecepatan internetnya.
Mhd Frans Juanda,1,10/11/2023 22:46,Kenapa setelah update aplikasi paket internet 4G ceria dengan total kuota 22 GB tidak ada lagi? Padahal saya sudah langganan paket tersebut hampir satu tahun dan rata-rata paket yang ditawarkan oleh aplikasi saat ini sangat mahal sekali
Raihan Anwar,1,10/21/2023 10:12,Saya tidak berlangganan VAS tetapi pulsa saya dipotong tanpa sebab yang jelas dan tanpa pemberitahuan. Sudah berpuluh ribu ternyata setelah dicek transaksinya
Fauzi Defrian,1,10/14/2023 12:45,Setelah di update aplikasi ini kurang ramah dengan banyaknya iklan dan loding yang mengganggu dan juga Harga Paket yang relatif mahal dan sering memangkas pulsa yang tersedia di kartu prabayar pengguna
Fitria Lestari,1,10/24/2023 20:01,Setelah update malah Pada Bagi hadiah berhenti di pencarian kontak buku telpon dan apl restart. Saya coba beberapa kali tetap saja.
Baron alvonso,1,10/15/2023 19:13,Kuota 35 gb pembagian ga jelas dan fungsi kuota ga jelas. Nama doang kuota aplikasi tapi buat buka aplikasi my telkomsel kaga bisa.. kalo ga berani promo kuota gede hrga standar ga usah promo mending mahal tapi kuota bisa kepakai semua..nyesel gua pke telkomsel.
Atha 26,1,10/26/2023 16:38,"Telkomsel gilo, orang gk ambil paket darurat,tau2 SMS masuk paket darurat aktif,😡😡😡mana semakin kesini semakin mahal,mana kuota yg di kasih gk sebanding menurut ku..dasar g jelas.."
Adnan,1,10/3/2023 16:57,"Makin lelet, interfacenya banyak gk guna. Klik bayar pakai shopeepay malah pergi ke playstore, pdhal biasanya bisa lgsg otomatis, alhasil ulang2 lagi dan tetep gagal"
Riska Rasyid,4,9/28/2023 23:18,"Aplikasi di setiap hp saya yang ga boleh dilewatkan, karna mudah untuk ngecek kuota dan pulsa kita tanpa harus ketik². tapi kenapa makin kesini, makin di update Saya ga bisa buka app nya sama sekali, setiap mau buka, selalu ngelag terus tiba² keluar sendiri. Sudah di un instal dan download ulang tapi masih tetap sama Tolong ini bagaimana yaa"
yoz novan,1,9/30/2023 17:55,"Memang betul jadi agak berat, versi sekarang, tolong kinerja sistem nya lebih diperhatikan lagi, terutama kalau ada program telkomsel berhadiah T&C nya agar dibuat lebih detail, dan mudah dipahami oleh kalangan pelanggan telkomsel. Terima kasih"
MHMMD FHATIR,1,9/25/2023 14:17,"Semenjak update setiap buka aplikasinya langsung FC,jadi gabisa ngeliat kuotanya berapa lagi kecuali harus lewat SMS,kadang pas mau ngisi kuota lewat telpon,Mala ada tulisan sedang sibuk,gimana ini?semoga cepet di perbaiki lagi bug nya"
Ahmad Cca,1,9/19/2023 6:48,"habis di Update e jadi malah ga bisa masuk ke menu branda, langsung aja itu memulai ulang aplikasi terus terus-menerus, hapus instal beberapa kali tetap sama aja, jadi aplikasinya ga kepake"
ivan fernando,1,9/26/2023 8:59,"Padahal kuota masih banyak, tapi kenapa pulsaku bisa kesedot, ada notifikasi telkom katanya anda mengunakan kuota non paket, terus sinyalnya lag banget. Terus waktu mengeklaim check in , yang seharusnya dapat kuota malah gak masuk"
Dedi Hidayat,1,9/29/2023 0:46,"Kadang suka heran sama jaringan nya setiap mendung atau hujan tiba² sinyal nya malah lemot atau lag ,tolong di perbaiki,terus sama satu lagi kalau harga termasuk lumayan mahal tapi kualitas ampas kaya percuma aja ,mending sama yg lain sekalian"
kurber zend,2,9/23/2023 10:47,"Kenapa setelah pembaruan aplikasinya gak bisa di buka sama sekali. Dan aplikasinya sangat berat lamban sekali, jelas ini bukan karna jaringan soalnya jaringan di tempat saya sangat bagus."
romzi Saputra,1,9/15/2023 22:07,"Setelah di update malah ga bisa dibuka NII apl makin aneh aja..udha mulai males pake Telkomsel.. bukan setahun dua tahun saya pengguna Telkomsel, tapi sudah 8 tahun lebih..pasti balasannya suruh email, padahal sudah balesin email pun tetap ga ada solusi !! Orang yang hanya mentingin diri sendiri, penggunanya kesel ghe bodo amatd, banyak sekali perubahannya ,1 jaringan yang sudah mulai lemot ini dikota koq bisa lemot ? Masih banyak lagi yang mau disampaikan berhubung pengetikannya terbatas ,,"
Puji Anto,2,9/23/2023 11:26,"suka sih sama tampilan beranda nya jadi bagus,cumw kenapa ya paket youtube nggak bisa di pakai? kan mumbazir banget loo:( beli paket 20gb yang 8gb paket youtube nya nggak ke pake,karena nggak bisa kalau paket internet nya abis yaudh abiss,pdhal paket youtube nya masih genap 8gb,tolong dong di perbaiki lagi, knpa kok nggak bisa di pake,udh aku coba paket youtube nya buat buka youtube,eh yang kesedot mlah paket internetnya🙂 mohon di jawab dan di perbaiki lagi ya,makasiii"
HELIAN Libra 76,1,9/17/2023 22:38,"Sangat mengecewakan setelah saya update ke versi terbaru 7.1 malah tidak bisa di buka sama sekali pada hp saya yg kapasitas RAM 6gb. Apa harus pakai hp yg RAM 1terabyte ya baru bisa di buka. Mulai saat ini aplikasi my Telkomsel versi terbaru saya uninstall dari hp saya karena tidak bisa saya gunakan lagi, buat apa kalau cuma menuhin memori saja."
Dien Technik,2,9/17/2023 7:29,"Parah deh,,,awalnya mau membuka aplikasinya untuk ngecek paketan tapi ndak bisa dicoba beberapa kali close lagi,,trs sya uninstal sya download lagi dan masih sama ndak bisa dibuka. Mau dibuka beberapa detik close lagi"
